,instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,Cluster
590,591,2012-08-13,fall,2012,8,0,1,1,Clear/Cloudy,29.6,33.1,54.5,9.1,1207,5676,6883,Transportasi Kerja/Sekolah
591,592,2012-08-14,fall,2012,8,0,2,1,Clear/Cloudy,29.8,33.8,68.7,11.3,1128,5656,6784,Transportasi Kerja/Sekolah
592,593,2012-08-15,fall,2012,8,0,3,1,Clear/Cloudy,29.0,32.7,62.0,11.4,1198,6149,7347,Transportasi Kerja/Sekolah
593,594,2012-08-16,fall,2012,8,0,4,1,Clear/Cloudy,29.5,32.7,51.9,9.5,1338,6267,7605,Transportasi Kerja/Sekolah
594,595,2012-08-17,fall,2012,8,0,5,1,Clear/Cloudy,29.7,12.1,57.1,15.5,1483,5665,7148,Transportasi Kerja/Sekolah
595,596,2012-08-18,fall,2012,8,0,6,0,Clear/Cloudy,27.8,30.9,60.3,11.9,2827,5038,7865,Rekreasi dan Liburan
596,597,2012-08-19,fall,2012,8,0,0,0,Mist,26.1,30.2,71.2,5.8,1208,3341,4549,Rekreasi dan Liburan
597,598,2012-08-20,fall,2012,8,0,1,1,Mist,26.1,29.8,73.4,8.7,1026,5504,6530,Transportasi Kerja/Sekolah
598,599,2012-08-21,fall,2012,8,0,2,1,Clear/Cloudy,26.6,30.1,67.4,4.9,1081,5925,7006,Transportasi Kerja/Sekolah
599,600,2012-08-22,fall,2012,8,0,3,1,Clear/Cloudy,27.4,31.1,67.7,4.7,1094,6281,7375,Transportasi Kerja/Sekolah
600,601,2012-08-23,fall,2012,8,0,4,1,Clear/Cloudy,28.5,31.9,63.6,5.7,1363,6402,7765,Transportasi Kerja/Sekolah
601,602,2012-08-24,fall,2012,8,0,5,1,Mist,28.8,32.4,61.5,4.8,1325,6257,7582,Transportasi Kerja/Sekolah
602,603,2012-08-25,fall,2012,8,0,6,0,Mist,27.1,30.9,71.3,16.4,1829,4224,6053,Rekreasi dan Liburan
603,604,2012-08-26,fall,2012,8,0,0,0,Mist,26.8,29.8,84.6,15.3,1483,3772,5255,Rekreasi dan Liburan
604,605,2012-08-27,fall,2012,8,0,1,1,Clear/Cloudy,28.8,32.7,73.0,8.6,989,5928,6917,Transportasi Kerja/Sekolah
605,606,2012-08-28,fall,2012,8,0,2,1,Clear/Cloudy,29.9,33.3,62.0,12.8,935,6105,7040,Transportasi Kerja/Sekolah
606,607,2012-08-29,fall,2012,8,0,3,1,Clear/Cloudy,28.1,31.8,55.2,7.5,1177,6520,7697,Transportasi Kerja/Sekolah
607,608,2012-08-30,fall,2012,8,0,4,1,Clear/Cloudy,29.0,32.6,59.0,5.2,1172,6541,7713,Transportasi Kerja/Sekolah
608,609,2012-08-31,fall,2012,8,0,5,1,Clear/Cloudy,31.3,34.5,58.8,11.3,1433,5917,7350,Transportasi Kerja/Sekolah
609,610,2012-09-01,fall,2012,9,0,6,0,Mist,30.9,35.1,63.8,7.6,2352,3788,6140,Rekreasi dan Liburan
610,611,2012-09-02,fall,2012,9,0,0,0,Mist,28.6,32.4,81.5,4.3,2613,3197,5810,Rekreasi dan Liburan
611,612,2012-09-03,fall,2012,9,1,1,0,Clear/Cloudy,29.0,33.1,79.1,10.1,1965,4069,6034,Rekreasi dan Liburan
612,613,2012-09-04,fall,2012,9,0,2,1,Clear/Cloudy,29.8,34.3,75.5,15.8,867,5997,6864,Transportasi Kerja/Sekolah
613,614,2012-09-05,fall,2012,9,0,3,1,Clear/Cloudy,30.2,35.4,74.1,12.6,832,6280,7112,Transportasi Kerja/Sekolah
614,615,2012-09-06,fall,2012,9,0,4,1,Mist,28.6,32.8,81.0,9.5,611,5592,6203,Transportasi Kerja/Sekolah
615,616,2012-09-07,fall,2012,9,0,5,1,Clear/Cloudy,28.8,32.9,73.6,11.5,1045,6459,7504,Transportasi Kerja/Sekolah
616,617,2012-09-08,fall,2012,9,0,6,0,Mist,27.0,30.6,79.9,18.8,1557,4419,5976,Rekreasi dan Liburan
617,618,2012-09-09,fall,2012,9,0,0,0,Clear/Cloudy,25.0,28.9,54.8,15.0,2570,5657,8227,Rekreasi dan Liburan
618,619,2012-09-10,fall,2012,9,0,1,1,Clear/Cloudy,23.9,28.3,50.4,17.3,1118,6407,7525,Transportasi Kerja/Sekolah
619,620,2012-09-11,fall,2012,9,0,2,1,Clear/Cloudy,23.7,27.7,52.0,6.2,1070,6697,7767,Transportasi Kerja/Sekolah
620,621,2012-09-12,fall,2012,9,0,3,1,Clear/Cloudy,24.6,28.5,57.7,8.8,1050,6820,7870,Transportasi Kerja/Sekolah
621,622,2012-09-13,fall,2012,9,0,4,1,Clear/Cloudy,25.1,29.0,63.7,5.5,1054,6750,7804,Transportasi Kerja/Sekolah
622,623,2012-09-14,fall,2012,9,0,5,1,Clear/Cloudy,26.0,29.7,67.2,7.0,1379,6630,8009,Transportasi Kerja/Sekolah
623,624,2012-09-15,fall,2012,9,0,6,0,Clear/Cloudy,24.9,29.3,50.2,16.6,3160,5554,8714,Rekreasi dan Liburan
624,625,2012-09-16,fall,2012,9,0,0,0,Clear/Cloudy,23.8,28.2,57.0,6.0,2166,5167,7333,Rekreasi dan Liburan
625,626,2012-09-17,fall,2012,9,0,1,1,Mist,23.8,27.7,73.5,10.2,1022,5847,6869,Transportasi Kerja/Sekolah
626,627,2012-09-18,fall,2012,9,0,2,1,Mist,25.6,28.3,87.2,24.0,371,3702,4073,Transportasi Kerja/Sekolah
627,628,2012-09-19,fall,2012,9,0,3,1,Clear/Cloudy,22.7,27.0,53.7,14.4,788,6803,7591,Transportasi Kerja/Sekolah
628,629,2012-09-20,fall,2012,9,0,4,1,Clear/Cloudy,22.4,26.6,61.8,7.9,939,6781,7720,Transportasi Kerja/Sekolah
629,630,2012-09-21,fall,2012,9,0,5,1,Clear/Cloudy,24.6,28.6,66.9,10.3,1250,6917,8167,Transportasi Kerja/Sekolah
630,631,2012-09-22,fall,2012,9,0,6,0,Clear/Cloudy,26.6,30.5,64.7,19.0,2512,5883,8395,Rekreasi dan Liburan
631,632,2012-09-23,winter,2012,9,0,0,0,Clear/Cloudy,21.7,25.9,46.7,15.0,2454,5453,7907,Rekreasi dan Liburan
632,633,2012-09-24,winter,2012,9,0,1,1,Clear/Cloudy,21.1,25.1,49.3,9.5,1001,6435,7436,Transportasi Kerja/Sekolah
633,634,2012-09-25,winter,2012,9,0,2,1,Clear/Cloudy,22.6,27.2,57.0,15.8,845,6693,7538,Transportasi Kerja/Sekolah
634,635,2012-09-26,winter,2012,9,0,3,1,Clear/Cloudy,26.0,29.8,63.1,16.4,787,6946,7733,Transportasi Kerja/Sekolah
635,636,2012-09-27,winter,2012,9,0,4,1,Mist,26.6,30.4,69.1,9.0,751,6642,7393,Transportasi Kerja/Sekolah
636,637,2012-09-28,winter,2012,9,0,5,1,Mist,25.4,29.3,69.0,11.0,1045,6370,7415,Transportasi Kerja/Sekolah
637,638,2012-09-29,winter,2012,9,0,6,0,Clear/Cloudy,22.2,26.5,54.3,15.2,2589,5966,8555,Rekreasi dan Liburan
638,639,2012-09-30,winter,2012,9,0,0,0,Clear/Cloudy,21.6,25.9,58.3,9.0,2015,4874,6889,Rekreasi dan Liburan
639,640,2012-10-01,winter,2012,10,0,1,1,Mist,21.4,25.6,64.9,6.1,763,6015,6778,Transportasi Kerja/Sekolah
640,641,2012-10-02,winter,2012,10,0,2,1,Light Rain,24.2,27.1,87.2,7.0,315,4324,4639,Cuaca Buruk
641,642,2012-10-03,winter,2012,10,0,3,1,Mist,27.0,30.0,79.4,4.5,728,6844,7572,Transportasi Kerja/Sekolah
642,643,2012-10-04,winter,2012,10,0,4,1,Mist,27.0,30.4,72.3,7.9,891,6437,7328,Transportasi Kerja/Sekolah
643,644,2012-10-05,winter,2012,10,0,5,1,Clear/Cloudy,25.2,29.0,62.7,7.1,1516,6640,8156,Transportasi Kerja/Sekolah
644,645,2012-10-06,winter,2012,10,0,6,0,Clear/Cloudy,22.7,26.9,66.4,18.0,3031,4934,7965,Rekreasi dan Liburan
645,646,2012-10-07,winter,2012,10,0,0,0,Mist,17.0,21.0,70.8,9.5,781,2729,3510,Rekreasi dan Liburan
646,647,2012-10-08,winter,2012,10,1,1,0,Mist,15.7,19.4,71.0,12.7,874,4604,5478,Rekreasi dan Liburan
647,648,2012-10-09,winter,2012,10,0,2,1,Mist,18.3,21.9,76.2,12.8,601,5791,6392,Transportasi Kerja/Sekolah
648,649,2012-10-10,winter,2012,10,0,3,1,Clear/Cloudy,21.1,25.2,63.1,12.6,780,6911,7691,Transportasi Kerja/Sekolah
649,650,2012-10-11,winter,2012,10,0,4,1,Clear/Cloudy,17.8,21.6,46.3,12.2,834,6736,7570,Transportasi Kerja/Sekolah
650,651,2012-10-12,winter,2012,10,0,5,1,Clear/Cloudy,17.9,21.7,53.9,15.8,1060,6222,7282,Transportasi Kerja/Sekolah
651,652,2012-10-13,winter,2012,10,0,6,0,Clear/Cloudy,16.1,19.6,49.5,9.8,2252,4857,7109,Rekreasi dan Liburan
652,653,2012-10-14,winter,2012,10,0,0,0,Clear/Cloudy,21.4,25.4,64.0,18.7,2080,4559,6639,Rekreasi dan Liburan
653,654,2012-10-15,winter,2012,10,0,1,1,Mist,23.0,27.0,70.8,19.8,760,5115,5875,Transportasi Kerja/Sekolah
654,655,2012-10-16,winter,2012,10,0,2,1,Clear/Cloudy,19.2,23.0,55.8,12.2,922,6612,7534,Transportasi Kerja/Sekolah
655,656,2012-10-17,winter,2012,10,0,3,1,Clear/Cloudy,18.7,22.5,69.3,6.8,979,6482,7461,Transportasi Kerja/Sekolah
656,657,2012-10-18,winter,2012,10,0,4,1,Mist,21.4,25.6,72.8,15.9,1008,6501,7509,Transportasi Kerja/Sekolah
657,658,2012-10-19,winter,2012,10,0,5,1,Mist,23.1,26.9,81.5,9.0,753,4671,5424,Transportasi Kerja/Sekolah
658,659,2012-10-20,winter,2012,10,0,6,0,Clear/Cloudy,19.9,23.6,57.3,7.9,2806,5284,8090,Rekreasi dan Liburan
659,660,2012-10-21,winter,2012,10,0,0,0,Clear/Cloudy,19.0,22.8,51.0,11.1,2132,4692,6824,Rekreasi dan Liburan
660,661,2012-10-22,winter,2012,10,0,1,1,Clear/Cloudy,20.0,24.1,56.8,5.5,830,6228,7058,Transportasi Kerja/Sekolah
661,662,2012-10-23,winter,2012,10,0,2,1,Clear/Cloudy,22.3,26.5,64.2,6.3,841,6625,7466,Transportasi Kerja/Sekolah
662,663,2012-10-24,winter,2012,10,0,3,1,Clear/Cloudy,24.1,27.9,63.6,4.9,795,6898,7693,Transportasi Kerja/Sekolah
663,664,2012-10-25,winter,2012,10,0,4,1,Mist,22.6,26.5,80.0,8.3,875,6484,7359,Transportasi Kerja/Sekolah
664,665,2012-10-26,winter,2012,10,0,5,1,Mist,22.4,26.1,80.7,8.9,1182,6262,7444,Transportasi Kerja/Sekolah
665,666,2012-10-27,winter,2012,10,0,6,0,Mist,21.7,25.8,72.0,15.8,2643,5209,7852,Rekreasi dan Liburan
666,667,2012-10-28,winter,2012,10,0,0,0,Mist,19.6,23.4,69.5,26.7,998,3461,4459,Rekreasi dan Liburan
667,668,2012-10-29,winter,2012,10,0,1,1,Light Rain,18.0,22.0,88.0,24.0,2,20,22,Cuaca Buruk
668,669,2012-10-30,winter,2012,10,0,2,1,Mist,13.0,15.5,82.5,14.3,87,1009,1096,Cuaca dingin
669,670,2012-10-31,winter,2012,10,0,3,1,Mist,14.7,18.1,66.7,11.2,419,5147,5566,Transportasi Kerja/Sekolah
670,671,2012-11-01,winter,2012,11,0,4,1,Mist,15.0,18.5,58.2,10.5,466,5520,5986,Transportasi Kerja/Sekolah
671,672,2012-11-02,winter,2012,11,0,5,1,Clear/Cloudy,14.6,17.8,52.2,17.8,618,5229,5847,Transportasi Kerja/Sekolah
672,673,2012-11-03,winter,2012,11,0,6,0,Mist,14.1,16.2,49.1,18.1,1029,4109,5138,Rekreasi dan Liburan
673,674,2012-11-04,winter,2012,11,0,0,0,Clear/Cloudy,13.4,16.5,53.3,12.0,1201,3906,5107,Cuaca dingin
674,675,2012-11-05,winter,2012,11,0,1,1,Clear/Cloudy,13.1,15.4,49.4,15.8,378,4881,5259,Cuaca dingin
675,676,2012-11-06,winter,2012,11,0,2,1,Clear/Cloudy,11.5,14.1,56.7,11.6,466,5220,5686,Cuaca dingin
676,677,2012-11-07,winter,2012,11,0,3,1,Mist,12.1,13.7,54.8,20.4,326,4709,5035,Cuaca dingin
677,678,2012-11-08,winter,2012,11,0,4,1,Clear/Cloudy,14.4,17.1,33.3,23.3,340,4975,5315,Transportasi Kerja/Sekolah
678,679,2012-11-09,winter,2012,11,0,5,1,Clear/Cloudy,14.8,17.8,54.1,14.4,709,5283,5992,Transportasi Kerja/Sekolah
679,680,2012-11-10,winter,2012,11,0,6,0,Clear/Cloudy,16.0,19.7,64.5,3.9,2090,4446,6536,Rekreasi dan Liburan
680,681,2012-11-11,winter,2012,11,0,0,0,Clear/Cloudy,17.3,21.1,65.9,8.5,2290,4562,6852,Rekreasi dan Liburan
681,682,2012-11-12,winter,2012,11,1,1,0,Clear/Cloudy,19.9,23.8,74.2,11.6,1097,5172,6269,Rekreasi dan Liburan
682,683,2012-11-13,winter,2012,11,0,2,1,Mist,14.1,16.2,66.3,22.9,327,3767,4094,Transportasi Kerja/Sekolah
683,684,2012-11-14,winter,2012,11,0,3,1,Clear/Cloudy,11.9,14.1,55.2,13.4,373,5122,5495,Cuaca dingin
684,685,2012-11-15,winter,2012,11,0,4,1,Mist,13.2,16.2,62.0,10.3,320,5125,5445,Cuaca dingin
685,686,2012-11-16,winter,2012,11,0,5,1,Clear/Cloudy,14.1,17.4,52.5,11.5,484,5214,5698,Transportasi Kerja/Sekolah
686,687,2012-11-17,winter,2012,11,0,6,0,Clear/Cloudy,13.3,16.3,54.5,12.0,1313,4316,5629,Cuaca dingin
687,688,2012-11-18,winter,2012,11,0,0,0,Clear/Cloudy,14.0,16.9,69.3,15.3,922,3747,4669,Rekreasi dan Liburan
688,689,2012-11-19,winter,2012,11,0,1,1,Mist,15.6,18.8,62.3,15.7,449,5050,5499,Transportasi Kerja/Sekolah
689,690,2012-11-20,winter,2012,11,0,2,1,Mist,15.3,19.0,68.5,5.5,534,5100,5634,Transportasi Kerja/Sekolah
690,691,2012-11-21,winter,2012,11,0,3,1,Clear/Cloudy,14.5,18.2,61.4,6.9,615,4531,5146,Transportasi Kerja/Sekolah
691,692,2012-11-22,winter,2012,11,1,4,0,Clear/Cloudy,13.9,17.5,58.0,3.5,955,1470,2425,Rekreasi dan Liburan
692,693,2012-11-23,winter,2012,11,0,5,1,Clear/Cloudy,15.1,18.9,56.9,9.9,1603,2307,3910,Transportasi Kerja/Sekolah
693,694,2012-11-24,winter,2012,11,0,6,0,Clear/Cloudy,11.4,12.4,40.5,25.3,532,1745,2277,Cuaca dingin
694,695,2012-11-25,winter,2012,11,0,0,0,Clear/Cloudy,10.1,12.9,46.8,10.1,309,2115,2424,Cuaca dingin
695,696,2012-11-26,winter,2012,11,0,1,1,Clear/Cloudy,12.8,17.0,53.5,3.1,337,4750,5087,Cuaca dingin
696,697,2012-11-27,winter,2012,11,0,2,1,Mist,12.0,14.1,78.7,15.9,123,3836,3959,Cuaca dingin
697,698,2012-11-28,winter,2012,11,0,3,1,Clear/Cloudy,12.2,14.5,50.6,14.1,198,5062,5260,Cuaca dingin
698,699,2012-11-29,winter,2012,11,0,4,1,Clear/Cloudy,11.5,14.9,55.6,7.7,243,5080,5323,Cuaca dingin
699,700,2012-11-30,winter,2012,11,0,5,1,Clear/Cloudy,12.2,16.2,65.0,3.9,362,5306,5668,Cuaca dingin
700,701,2012-12-01,winter,2012,12,0,6,0,Mist,12.2,15.8,80.7,4.0,951,4240,5191,Cuaca dingin
701,702,2012-12-02,winter,2012,12,0,0,0,Mist,14.2,18.0,82.3,8.3,892,3757,4649,Rekreasi dan Liburan
702,703,2012-12-03,winter,2012,12,0,1,1,Clear/Cloudy,18.6,22.8,76.8,5.5,555,5679,6234,Transportasi Kerja/Sekolah
703,704,2012-12-04,winter,2012,12,0,2,1,Clear/Cloudy,19.5,23.5,73.4,11.7,551,6055,6606,Transportasi Kerja/Sekolah
704,705,2012-12-05,winter,2012,12,0,3,1,Clear/Cloudy,18.0,21.4,48.5,21.7,331,5398,5729,Transportasi Kerja/Sekolah
705,706,2012-12-06,winter,2012,12,0,4,1,Clear/Cloudy,10.5,12.9,50.9,11.7,340,5035,5375,Cuaca dingin
706,707,2012-12-07,winter,2012,12,0,5,1,Mist,13.2,16.1,76.4,8.8,349,4659,5008,Cuaca dingin
707,708,2012-12-08,winter,2012,12,0,6,0,Mist,15.6,19.5,91.1,6.8,1153,4429,5582,Rekreasi dan Liburan
708,709,2012-12-09,winter,2012,12,0,0,0,Mist,15.8,19.5,90.5,10.6,441,2787,3228,Rekreasi dan Liburan
709,710,2012-12-10,winter,2012,12,0,1,1,Mist,17.9,21.8,92.5,12.8,329,4841,5170,Transportasi Kerja/Sekolah
710,711,2012-12-11,winter,2012,12,0,2,1,Mist,14.5,16.9,59.7,19.8,282,5219,5501,Transportasi Kerja/Sekolah
711,712,2012-12-12,winter,2012,12,0,3,1,Mist,12.2,14.9,53.8,10.9,310,5009,5319,Cuaca dingin
712,713,2012-12-13,winter,2012,12,0,4,1,Clear/Cloudy,12.1,14.7,48.6,11.7,425,5107,5532,Cuaca dingin
713,714,2012-12-14,winter,2012,12,0,5,1,Clear/Cloudy,11.5,14.7,64.3,8.8,429,5182,5611,Cuaca dingin
714,715,2012-12-15,winter,2012,12,0,6,0,Clear/Cloudy,13.3,16.9,65.0,7.1,767,4280,5047,Cuaca dingin
715,716,2012-12-16,winter,2012,12,0,0,0,Mist,14.9,18.5,83.9,6.7,538,3248,3786,Rekreasi dan Liburan
716,717,2012-12-17,winter,2012,12,0,1,1,Mist,16.1,20.1,90.7,6.6,212,4373,4585,Transportasi Kerja/Sekolah
717,718,2012-12-18,winter,2012,12,0,2,1,Clear/Cloudy,16.8,20.5,66.6,14.8,433,5124,5557,Transportasi Kerja/Sekolah
718,719,2012-12-19,winter,2012,12,0,3,1,Clear/Cloudy,13.6,17.1,62.5,12.3,333,4934,5267,Cuaca dingin
719,720,2012-12-20,winter,2012,12,0,4,1,Mist,13.5,16.8,66.8,8.9,314,3814,4128,Cuaca dingin
720,721,2012-12-21,springer,2012,12,0,5,1,Mist,13.4,15.1,55.7,25.1,221,3402,3623,Cuaca dingin
721,722,2012-12-22,springer,2012,12,0,6,0,Clear/Cloudy,10.9,11.8,44.1,27.3,205,1544,1749,Cuaca dingin
722,723,2012-12-23,springer,2012,12,0,0,0,Clear/Cloudy,10.1,13.0,51.5,8.9,408,1379,1787,Cuaca dingin
723,724,2012-12-24,springer,2012,12,0,1,1,Mist,9.5,12.9,79.1,5.2,174,746,920,Cuaca dingin
724,725,2012-12-25,springer,2012,12,1,2,0,Mist,11.9,14.7,73.5,11.3,440,573,1013,Cuaca dingin
725,726,2012-12-26,springer,2012,12,0,3,1,Light Rain,10.0,11.0,82.3,21.2,9,432,441,Cuaca Buruk
726,727,2012-12-27,springer,2012,12,0,4,1,Mist,10.4,11.3,65.3,23.5,247,1867,2114,Cuaca dingin
727,728,2012-12-28,springer,2012,12,0,5,1,Mist,10.4,12.8,59.0,10.4,644,2451,3095,Cuaca dingin
728,729,2012-12-29,springer,2012,12,0,6,0,Mist,10.4,12.1,75.3,8.3,159,1182,1341,Cuaca dingin
729,730,2012-12-30,springer,2012,12,0,0,0,Clear/Cloudy,10.5,11.6,48.3,23.5,364,1432,1796,Cuaca dingin
730,731,2012-12-31,springer,2012,12,0,1,1,Mist,8.8,11.2,57.8,10.4,439,2290,2729,Cuaca dingin
